Date,Open,High,Low,Close,Adj Close,Volume
2016-04-01,25980,26180,25420,25580,22242.25781,13557800
2016-04-04,25580,26100,25580,26100,22694.39844,9402300
2016-04-05,25980,25980,25200,25200,21911.83789,11815950
2016-04-06,25380,25820,25360,25700,22346.59375,9211700
2016-04-07,26000,26000,25160,25380,22068.34766,12939750
2016-04-08,25380,25380,24800,24920,21668.37109,12593400
2016-04-11,24920,25420,24920,25320,22016.17773,6034650
2016-04-12,25400,25620,25320,25500,22172.69141,6702700
2016-04-14,26000,26040,25780,26000,22607.44727,16766350
2016-04-15,26180,26200,25800,26000,22607.44727,6829950
2016-04-18,25900,26100,25840,25980,22590.06055,6423700
2016-04-19,25880,25920,25660,25760,22398.76758,7238300
2016-04-20,25640,26000,25640,25980,22590.06055,8598600
2016-04-21,26000,26020,25760,25880,22503.10547,7254450
2016-04-22,25880,25880,25540,25600,22259.64258,5741500
2016-04-25,25700,25700,25420,25620,22277.03125,4597850
2016-04-26,25700,26100,25660,25920,22537.88867,8345050
2016-04-27,25880,26000,25720,26000,22607.44727,8297300
2016-04-28,26000,26000,25220,25300,21998.78711,14653450
2016-04-29,25200,25340,24840,24900,21650.98047,16253900
2016-05-02,24940,25240,24900,25000,21737.93164,7027600
2016-05-03,25340,25400,25120,25220,21929.22852,7903300
2016-05-04,25440,25800,25240,25800,22433.54297,14702750
2016-05-09,25800,26000,25700,25980,22590.06055,13718100
2016-05-10,25980,26000,25760,25920,22537.88867,8559550
2016-05-11,25920,25980,25740,25840,22468.33008,8834400
2016-05-12,25840,25840,25500,25620,22277.03125,7615100
2016-05-13,25620,25620,25020,25060,21790.10352,12284900
2016-05-16,25060,25260,24940,24960,21703.1543,11720150
2016-05-17,24980,25300,24980,25280,21981.40039,9183550
2016-05-18,25280,25420,25100,25360,22050.95703,9169600
2016-05-19,25360,25540,25320,25400,22085.74023,10012450
2016-05-20,25400,25600,25380,25380,22068.34766,7960550
2016-05-23,25380,25720,25380,25720,22363.98047,8112550
2016-05-24,25720,25780,25360,25420,22103.12891,10434600
2016-05-25,25660,25960,25480,25900,22520.5,11862750
2016-05-26,25980,26060,25900,25920,22537.88867,12653650
2016-05-27,26000,26020,25460,25640,22294.41992,13744550
2016-05-30,25940,25940,25480,25600,22259.64258,10315350
2016-05-31,25600,26000,25360,25840,22468.33008,62527700
2016-06-01,25960,26820,25900,26660,23181.33203,23504000
2016-06-02,27000,27440,26920,27300,23737.82422,23806950
2016-06-03,27400,27580,27280,27540,23946.50195,17066200
2016-06-07,27720,28040,27600,27960,24311.70508,23142150
2016-06-08,28380,28380,27780,28120,24450.82813,18808100
2016-06-09,28160,28600,28120,28600,24868.19922,25768750
2016-06-10,28480,28500,28080,28120,24450.82813,14484050
2016-06-13,27920,27920,27240,27420,23842.16406,15248300
2016-06-14,27420,27720,27380,27600,23998.67773,12273050
2016-06-15,27700,28320,27660,28260,24572.55664,15334450
2016-06-16,28260,28340,27900,28180,24502.99609,14621550
2016-06-17,28200,28700,28200,28520,24798.63281,16419700
2016-06-20,28540,28960,28520,28620,24885.58398,13515800
2016-06-21,28640,28980,28520,28960,25181.21875,10020550
2016-06-22,28920,29000,28620,28900,25129.04688,8948250
2016-06-23,28880,28900,28540,28600,24868.19922,11256300
2016-06-24,28900,28900,27200,28000,24346.48242,20552600
2016-06-27,28000,28100,27700,27960,24311.70508,11839000
2016-06-28,27800,28080,27580,27980,24329.09766,10718950
2016-06-29,28160,28240,27820,27920,24294.28711,10527050
2016-06-30,28160,28900,27940,28500,24798.9668,13671700
2016-07-01,28540,29580,28540,29320,25512.48047,14393600
2016-07-04,29280,29480,29020,29320,25512.48047,7995000
2016-07-05,29320,29500,29240,29380,25564.69336,7870350
2016-07-06,28940,29040,28240,28420,24729.35742,16749150
2016-07-07,28420,29000,28320,29000,25234.03711,11495200
2016-07-08,29000,29500,28980,29200,25408.06445,13498150
2016-07-11,29200,30000,29200,29780,25912.74219,14056800
2016-07-12,29980,30100,29200,29280,25477.67773,11024700
2016-07-13,29920,29920,29260,29620,25773.52344,10009900
2016-07-14,29620,30000,29520,30000,26104.17969,12430250
2016-07-15,30000,30440,29720,30360,26417.42969,11623150
2016-07-18,30360,30660,30000,30660,26678.4707,11567200
2016-07-19,30560,30800,30440,30660,26678.4707,10122250
2016-07-20,30660,30840,30480,30800,26800.28906,7773150
2016-07-21,30800,30940,30740,30860,26852.49609,8544700
2016-07-22,30120,30560,30120,30320,26382.625,8585150
2016-07-25,30000,30460,29900,30040,26138.98047,7732500
2016-07-26,30000,30620,29960,30600,26626.25977,7228500
2016-07-27,30240,30580,30240,30540,26574.05078,6335050
2016-07-28,30660,30720,29960,30140,26225.99609,9503700
2016-07-29,30400,31140,30220,30780,26782.88477,14985600
2016-08-01,31380,31600,31200,31360,27287.57227,11515400
2016-08-02,31360,31360,30920,30960,26939.50977,8315800
2016-08-03,30960,30960,30340,30340,26400.02148,7504900
2016-08-04,30380,30660,30340,30340,26400.02148,7009950
2016-08-05,30580,31280,30500,31220,27165.75391,6958850
2016-08-08,31320,31500,31120,31380,27304.96875,11125150
2016-08-09,31480,31580,31140,31340,27270.16211,9023200
2016-08-10,31340,31400,30680,30820,26817.69336,12340350
2016-08-11,30820,31180,30520,31180,27130.94336,10533600
2016-08-12,31180,31400,30880,30900,26887.30664,10474850
2016-08-16,30900,31520,30900,31360,27287.57227,10843100
2016-08-17,31380,31400,31020,31320,27252.75781,7446450
2016-08-18,31340,32880,31320,32800,28540.56445,18327050
2016-08-19,32760,33500,32720,33500,29149.66211,16805150
2016-08-22,33480,33840,33180,33300,28975.63867,12612200
2016-08-23,33300,33880,33140,33740,29358.49609,11545700
2016-08-24,33600,33640,32720,33060,28766.80469,15938550
2016-08-25,32600,33180,32440,32780,28523.16797,14173800
2016-08-26,32120,32460,32060,32240,28053.28906,12058000
2016-08-29,32040,32800,31940,32800,28540.56445,8925750
2016-08-30,32940,33420,32660,32900,28627.57813,7849600
2016-08-31,32820,32820,32220,32400,28192.51172,20532200
2016-09-01,31660,31760,31260,31740,27618.21875,18790150
2016-09-02,31900,32260,31760,31940,27792.24609,8153000
2016-09-05,31800,32300,31700,32120,27948.87109,8383800
2016-09-06,32140,32900,31940,32860,28592.77539,7660150
2016-09-07,32960,33040,32420,32420,28209.91211,9591850
2016-09-08,32460,32780,32280,32780,28523.16797,12070850
2016-09-09,32220,32360,31280,31500,27409.38867,13258400
2016-09-12,29800,30120,29120,29300,25495.07813,26499350
2016-09-13,30160,30980,29900,30540,26574.05078,24717250
2016-09-19,30760,31380,30720,31160,27113.53711,22408150
2016-09-20,31180,31760,31180,31700,27583.41406,12921150
2016-09-21,31900,32020,31520,31840,27705.23242,10509050
2016-09-22,32000,32820,31980,32360,28157.70313,11429950
2016-09-23,31640,31960,31320,31420,27339.77539,18299650
2016-09-26,31420,31920,31280,31360,27287.57227,14524800
2016-09-27,31000,31500,30660,31380,27304.96875,9834400
2016-09-28,31080,31460,31080,31340,27270.16211,8706400
2016-09-29,31460,32380,31440,32000,27844.45508,11397550
2016-09-30,31800,32300,31700,31960,27809.64844,11762700
2016-10-04,32200,32480,32120,32280,28088.0918,13053100
2016-10-05,32020,32520,31940,32380,28175.11133,12470450
2016-10-06,33920,34000,33340,33820,29428.10742,29558150
2016-10-07,34000,34320,33800,34120,29689.1543,26050550
2016-10-10,33000,33780,32560,33600,29236.67578,25293300
2016-10-11,32000,32500,30900,30900,26887.30664,38427150
2016-10-12,29900,30900,29880,30700,26713.27148,39088550
2016-10-13,31000,31620,30900,31140,27096.13672,21864550
2016-10-14,30960,31760,30940,31540,27444.19141,14158950
2016-10-17,31300,32040,30760,31800,27670.42773,12785200
2016-10-18,31440,31900,31440,31780,27653.02148,10384500
2016-10-19,31580,32860,31500,32500,28279.52734,15444550
2016-10-20,32520,33020,32180,32400,28192.51172,10330450
2016-10-21,32120,32260,31760,31780,27653.02148,10477500
2016-10-24,31860,32160,31800,32160,27983.67969,9289950
2016-10-25,32000,32080,31840,31940,27792.24609,9866100
2016-10-26,31940,31980,31240,31340,27270.16211,10534000
2016-10-27,31420,32340,31120,31460,27374.58008,14117000
2016-10-28,31600,32280,31600,32280,28088.0918,10214200
2016-10-31,32320,32780,32220,32780,28523.16797,12067200
2016-11-01,32600,33040,32240,33040,28749.40234,10347400
2016-11-02,32800,33040,32620,32860,28592.77539,10099250
2016-11-03,32600,32800,32120,32320,28122.89648,10341850
2016-11-04,32100,32680,32100,32540,28314.33008,7103850
2016-11-07,32940,33000,32680,32800,28540.56445,7661900
2016-11-08,32980,32980,32700,32880,28610.17773,5417450
2016-11-09,32920,33140,31820,31920,27774.84766,15683600
2016-11-10,32600,33000,32360,32980,28697.19531,11795350
2016-11-11,31700,32360,31700,31960,27809.64844,12836800
2016-11-14,31900,31920,31040,31060,27026.52344,15133300
2016-11-15,31060,31620,30780,30780,26782.88477,13665700
2016-11-16,30800,31280,30800,31160,27113.53711,13308200
2016-11-17,31100,31520,30900,31360,27287.57227,7870550
2016-11-18,31640,31760,31400,31720,27600.81445,9460750
2016-11-21,31300,32120,31300,31860,27722.63672,8180200
2016-11-22,32140,32900,32000,32800,28540.56445,9751100
2016-11-23,33220,33220,32520,32980,28697.19531,12668600
2016-11-24,32980,33040,32660,33000,28714.59375,7757150
2016-11-25,32820,33040,32660,33000,28714.59375,6276900
2016-11-28,33000,33620,32800,33540,29184.4668,13294050
2016-11-29,33800,33960,33380,33540,29184.4668,18081300
2016-11-30,33540,34940,33540,34920,30385.26563,28535200
2016-12-01,34800,35060,34660,34980,30437.46875,15535350
2016-12-02,34480,34760,34140,34540,30054.60938,15352950
2016-12-05,34340,34680,34220,34360,29897.97852,8484600
2016-12-06,34440,35200,34400,34960,30420.07031,14001800
2016-12-07,35040,35480,35040,35440,30837.72852,9603650
2016-12-08,35980,36020,35520,35800,31150.98047,16462550
2016-12-09,35900,35900,35400,35600,30976.96094,10652450
2016-12-12,34660,35360,34660,35040,30489.68164,11414450
2016-12-13,34620,35440,34620,35320,30733.32031,11684450
2016-12-14,35560,35680,35280,35540,30924.74414,7455100
2016-12-15,34820,35500,34820,35180,30611.49805,5773550
2016-12-16,35300,36020,35200,35860,31203.18945,11747700
2016-12-19,35620,36380,35620,35900,31237.99805,5435800
2016-12-20,35920,36400,35840,36240,31533.84961,7615200
2016-12-21,36360,36600,36020,36100,31412.03516,6552100
2016-12-22,36260,36300,35980,36180,31481.63672,6354600
2016-12-23,36020,36080,35600,35640,31011.76172,8334850
2016-12-26,35600,36000,35560,35960,31290.20508,4823600
2016-12-27,35980,36200,35860,35980,31307.61133,4653450
2016-12-28,35840,35980,35600,35760,31599.20898,6662900
2016-12-29,35420,36040,35400,36040,31846.63477,7516450
2017-01-02,35980,36240,35880,36100,31899.6543,4650600
2017-01-03,36280,36620,36020,36480,32235.43945,7357650
2017-01-04,36500,36520,36100,36160,31952.66797,7971750
2017-01-05,36060,36060,35540,35560,31422.48242,10967450
2017-01-06,36180,36440,36040,36200,31988.01563,8880950
2017-01-09,36600,37500,36560,37220,32889.33984,13194900
2017-01-10,37280,37400,37080,37240,32907.00781,9099800
2017-01-11,37520,38560,37420,38280,33826.00781,12018150
2017-01-12,38000,38800,37980,38800,34285.48828,11669150
2017-01-13,38100,38320,37460,37460,33101.41016,15954450
2017-01-16,36860,37820,36320,36660,32394.49414,16611500
2017-01-17,36580,37460,36580,36960,32659.58398,8150700
2017-01-18,37040,37500,36620,36940,32641.91211,8875400
2017-01-19,37720,37920,37020,37480,33119.08984,9418900
2017-01-20,37120,37420,36880,37200,32871.66016,9185000
2017-01-23,37200,38060,37000,38060,33631.60156,8810400
2017-01-24,38120,38580,37880,38160,33719.95703,11048750
2017-01-25,38340,39400,38320,39400,34815.6875,13433850
2017-01-26,39420,40000,39420,39900,35257.51563,15214500
2017-01-31,39900,39900,39460,39460,34868.71094,17992200
2017-02-01,39540,39660,39040,39120,34568.26563,14150400
2017-02-02,39600,39660,39200,39360,34780.34375,15029300
2017-02-03,39400,39500,39180,39460,34868.71094,10386350
2017-02-06,39580,39660,39140,39560,34957.06641,8860700
2017-02-07,39560,39580,38760,38820,34303.17188,14041800
2017-02-08,38740,38780,38200,38400,33932.03516,17092950
2017-02-09,38780,38840,38220,38400,33932.03516,13694150
2017-02-10,38400,38760,38300,38360,33896.69531,11020750
2017-02-13,37740,38060,37720,37960,33543.23438,11102050
2017-02-14,37960,38260,37320,37580,33207.44531,13124150
2017-02-15,37080,37960,37080,37720,33331.15625,14191550
2017-02-16,37800,38360,37780,38020,33596.25781,10226350
2017-02-17,37560,38040,37280,37860,33454.86328,15377450
2017-02-20,38220,38780,38160,38660,34161.78906,7485800
2017-02-21,38540,39560,38420,38940,34409.21484,10562600
2017-02-22,39000,39340,38980,39300,34727.32813,8539450
2017-02-23,39020,39440,39020,39180,34621.28516,10217300
2017-02-24,38960,39100,38060,38220,33772.98047,9296850
2017-02-27,38020,38140,37700,38060,33631.60156,9033700
2017-02-28,38060,38760,37960,38440,33967.38672,15088700
2017-03-02,38420,39860,38420,39720,35098.44922,21249800
2017-03-03,39340,39720,39160,39620,35010.09375,12708700
2017-03-06,39220,40220,39220,40080,35416.57422,12234850
2017-03-07,39800,40320,39800,40200,35522.60156,10553250
2017-03-08,40200,40620,40140,40200,35522.60156,12140950
2017-03-09,40200,40300,40020,40200,35522.60156,14372250
2017-03-10,39960,40420,39860,40180,35504.92578,10227800
2017-03-13,40040,40980,40040,40600,35876.05859,7424100
2017-03-14,40620,41540,40500,41360,36547.63281,11325050
2017-03-15,40800,41440,40800,41400,36582.97656,9587850
2017-03-16,41800,42180,41540,41840,36971.78516,9933150
2017-03-17,41800,42500,41720,42400,37466.625,12602300
2017-03-20,42000,42120,41740,41900,37024.80859,10250050
2017-03-21,41780,42680,41760,42560,37608.01172,14220150
2017-03-22,41600,42460,41580,42460,37519.64453,16427250
2017-03-23,42200,42360,41700,41800,36936.4375,15397100
2017-03-24,41600,41980,41080,41500,36671.34766,12808150
2017-03-27,41200,41880,41180,41200,36406.25391,12177650
2017-03-28,41560,41840,41380,41480,36653.66797,8216250
2017-03-29,41740,41960,41580,41780,36918.77344,10093250
2017-03-30,41880,42440,41880,41980,37220.21484,8204000
2017-03-31,41820,42020,41200,41200,36528.65625,10500300
2017-04-03,41400,41720,41300,41440,36741.44141,9579400
2017-04-04,41600,42180,41520,42080,37308.88281,12255500
2017-04-05,41900,42240,41700,42140,37362.07813,10699700
2017-04-06,42000,42080,41600,41840,37096.08594,9683400
2017-04-07,41800,41820,41160,41600,36883.30078,10021000
2017-04-10,41940,41940,41500,41940,37184.76172,7141350
2017-04-11,41940,41940,41580,41600,36883.30078,7172900
2017-04-12,41860,41940,41700,41900,37149.28906,8274900
2017-04-13,41660,42460,41660,42420,37610.33203,9040800
2017-04-14,42160,42260,41760,42020,37255.68359,5462850
2017-04-17,42000,42080,41520,41560,36847.82813,5224750
2017-04-18,41680,41820,41280,41500,36794.64453,6860650
2017-04-19,41300,41420,40900,40900,36262.67578,11762900
2017-04-20,40580,40800,40080,40280,35712.96875,21148850
2017-04-21,40480,41400,40480,40760,36138.54297,15130500
2017-04-24,41260,41260,40920,41240,36564.125,8990150
2017-04-25,41460,42740,41320,42700,37858.59375,19299600
2017-04-26,42700,42800,42520,42800,37947.24219,14794800
2017-04-27,42700,44520,41960,43840,38869.32422,23032250
2017-04-28,45780,45800,44520,44620,39560.88672,22685700
2017-05-02,45500,45500,44760,44900,39809.14453,14068300
2017-05-04,45700,45700,44860,45520,40358.84375,13690100
2017-05-08,45520,47020,45340,47020,41688.77344,19582550
2017-05-10,46160,47220,45600,45600,40429.78125,23410950
2017-05-11,45420,46180,45220,45500,40341.11719,21277850
2017-05-12,45760,46160,45660,45820,40624.82422,9422900
2017-05-15,45620,46280,45620,46100,40873.08594,8001400
2017-05-16,46660,46800,46100,46380,41121.34375,8803750
2017-05-17,46120,46640,46100,46340,41085.86719,7424450
2017-05-18,45740,46000,45540,45940,40731.22266,11160350
2017-05-19,45640,45780,44720,44720,39649.54688,15762350
2017-05-22,45040,45380,44760,45100,39986.46094,17643550
2017-05-23,45400,45580,44900,44920,39826.87109,12607050
2017-05-24,44860,45300,44800,44880,39791.41016,8675400
2017-05-25,45160,45680,44800,45680,40500.70313,13044800
2017-05-26,45600,46460,45540,46080,40855.35547,13613650
2017-05-29,46220,46400,45380,45620,40447.51172,8739550
2017-05-30,45520,45660,44480,44640,39578.61719,12433600
2017-05-31,44580,45020,44400,44700,39631.82031,18669100
2017-06-01,44860,44900,44400,44680,39614.08594,9753500
2017-06-02,45060,45960,45000,45960,40748.96094,12488750
2017-06-05,46040,46360,45720,45940,40731.22266,7599400
2017-06-07,46500,46500,45240,45300,40163.79297,13729400
2017-06-08,45000,45580,45000,45160,40039.67188,13978750
2017-06-09,45680,46440,45600,46100,40873.08594,11732850
2017-06-12,45420,45600,45140,45380,40234.71875,10954300
2017-06-13,45140,45620,45140,45400,40252.45313,8624900
2017-06-14,45800,46060,45240,45360,40216.98438,10166700
2017-06-15,45680,45920,45180,45680,40500.70313,9657000
2017-06-16,45500,45940,45460,45580,40412.04688,17403450
2017-06-19,45580,46560,45560,46560,41280.92969,11303900
2017-06-20,47240,48140,47220,48140,42681.78906,15045000
2017-06-21,47740,48120,47480,47480,42096.60938,9973650
2017-06-22,47960,48080,47720,47960,42522.19531,11455800
2017-06-23,47600,47780,47420,47620,42220.74219,9515100
2017-06-26,47520,48360,47520,48280,42805.90625,8552800
2017-06-27,48220,48400,47900,48300,42823.64063,9616750
2017-06-28,47600,48000,47560,47700,42291.67188,9572500
2017-06-29,48040,48320,47940,47940,42629.57813,8306550
2017-06-30,47500,47620,47100,47540,42273.88281,11877550
2017-07-03,47500,47780,47120,47220,41989.33203,6805550
2017-07-04,47160,47400,46900,47000,41793.71484,7961000
2017-07-05,46820,47680,46780,47580,42309.45703,10640250
2017-07-06,48000,48100,47720,48060,42736.28516,10923050
2017-07-07,47740,48120,47620,47860,42558.4375,8131900
2017-07-10,48500,48900,48320,48660,43269.82422,10792750
2017-07-11,48640,49000,48280,49000,43572.16406,9717800
2017-07-12,49000,50000,48840,49880,44354.67969,9486150
2017-07-13,50080,50940,50040,50560,44959.35547,16034150
2017-07-14,51000,51080,50420,50480,44888.21484,8239000
2017-07-17,50900,51020,50520,50640,45030.48828,8976100
2017-07-18,50420,50880,50360,50840,45208.33984,7084450
2017-07-19,50620,50820,50000,50740,45119.41016,11157500
2017-07-20,50760,51320,50560,51200,45528.46484,8367600
2017-07-21,50860,51160,50520,51080,45421.75,8449050
2017-07-24,50700,51000,50620,50860,45226.125,7099750
2017-07-25,50500,50760,49940,50000,44461.39063,10810600
2017-07-26,49600,50020,49300,49840,44319.10938,11224800
2017-07-27,50000,50640,49560,49800,44283.54297,11449500
2017-07-28,49800,49800,47380,47760,42469.52344,26168300
2017-07-31,47420,48240,46920,48200,42860.77734,12701400
2017-08-01,48000,48840,47540,48600,43216.47266,11369500
2017-08-02,49200,49340,48600,49000,43572.16406,7777450
2017-08-03,49000,49000,47120,47780,42487.30469,15540800
2017-08-04,48160,48180,47500,47700,42416.15625,8359200
2017-08-07,47500,48080,47440,47580,42309.45703,7218250
2017-08-08,47980,48260,47480,47720,42433.94922,7979600
2017-08-09,47400,47400,46240,46280,41153.45703,14555400
2017-08-10,46200,46320,45460,45900,40815.55078,22986150
2017-08-11,45120,45300,44220,44620,39677.33984,25407300
2017-08-14,45120,45400,44720,45000,40015.25,19185600
2017-08-16,46220,46380,46000,46200,41082.32031,21913650
2017-08-17,46960,47300,46740,47040,41829.28125,12415850
2017-08-18,46760,47240,46240,46900,41704.77734,10477950
2017-08-21,47240,47240,46580,46840,41651.43359,5103450
2017-08-22,46820,47160,46700,47000,41793.71484,7381750
2017-08-23,47780,47780,47180,47480,42220.53125,9384700
2017-08-24,47520,47660,47340,47520,42256.10156,8657450
2017-08-25,47880,47880,46720,47020,41811.49609,11243550
2017-08-28,47020,47240,45960,46100,40993.40234,9962100
2017-08-29,45640,46080,45160,46080,40975.61328,12623650
2017-08-30,46380,46400,45960,46200,41082.32031,7513000
2017-08-31,46220,46640,46000,46320,41189.01953,11011700
2017-09-01,46460,46640,46300,46480,41331.30078,10641700
2017-09-04,45780,46360,45500,46040,40940.03516,7943500
2017-09-05,46240,46900,45960,46760,41580.28516,11716100
2017-09-06,46760,47180,46700,47000,41793.71484,10811050
2017-09-07,47000,48220,47000,48120,42789.63281,9676500
2017-09-08,48700,49180,48580,49080,43643.30078,10893000
2017-09-11,49700,50180,49500,49800,44283.54297,10374750
2017-09-12,50200,50220,49140,49600,44105.69922,12029750
2017-09-13,49820,50400,49440,49620,44123.48047,9357000
2017-09-14,50060,50320,49760,50300,44728.15625,14204750
2017-09-15,50300,50560,49860,50400,44817.08203,10757300
2017-09-18,50540,52480,50520,52480,46666.67188,11524950
2017-09-19,52500,52640,51780,52120,46346.55469,9850400
2017-09-20,52120,52500,51840,52220,46435.46875,9292750
2017-09-21,52220,52960,52220,52800,46951.21875,8839800
2017-09-25,53000,53680,53000,53620,47680.39453,9303100
2017-09-26,53620,53620,53620,53620,47680.39453,0
2017-09-27,52000,52200,51500,51680,45955.29297,10797000
2017-09-28,52260,52460,51260,51260,45705.63281,12025450
2017-09-29,51180,51620,50840,51280,45723.45703,12909400
2017-10-10,53360,53640,52800,52800,47078.76563,20519800
2017-10-11,53600,54760,53340,54640,48719.38672,13652150
2017-10-12,54840,55160,54100,54800,48862.04688,13890700
2017-10-13,54540,54840,53780,54000,48148.73438,12601650
2017-10-16,53980,54860,53760,53920,48077.40234,9769950
2017-10-17,54020,55380,54000,54800,48862.04688,10607800
2017-10-18,54820,55240,54040,54760,48826.38281,10110750
2017-10-19,54700,54700,52980,52980,47239.25781,12108700
2017-10-20,52800,54100,52800,53840,48006.05859,8027050
2017-10-23,54600,54640,54000,54300,48416.22656,8311050
2017-10-24,54700,54780,54040,54040,48184.40234,5806050
2017-10-25,54040,54420,53700,53900,48059.56641,5882850
2017-10-26,53720,53900,52400,52400,46722.10938,9776550
2017-10-27,52400,53320,52140,53080,47328.41797,7392500
2017-10-30,53780,54320,53700,54040,48184.40234,8196150
2017-10-31,54060,55440,53500,55080,49111.71094,13381550
2017-11-01,57500,57500,56180,57220,51019.81641,14510250
2017-11-02,57500,57520,56760,57060,50877.16406,10721050
2017-11-03,57060,57140,55860,56380,50270.84375,9935800
2017-11-06,56380,56500,55340,56380,50270.84375,9000950
2017-11-07,56380,56920,55860,56100,50021.18359,7464550
2017-11-08,56100,57060,55860,56760,50609.66797,8520200
2017-11-09,56920,56920,55900,56340,50235.18359,11994050
2017-11-10,55800,56540,55780,56400,50288.67578,6748800
2017-11-13,56400,56800,56100,56380,50270.84375,8806650
2017-11-14,56380,56740,55920,55920,49860.69531,6725000
2017-11-15,55920,56320,55320,55340,49343.53516,8816950
2017-11-16,55920,56320,55320,55340,49343.53516,8816950
2017-11-17,56400,56880,55820,55820,49771.52734,10733150
2017-11-20,55900,55980,55200,55200,49218.70313,9472750
2017-11-21,55400,55840,55280,55280,49290.03906,10324700
2017-11-22,55980,56200,55620,55960,49896.35156,7952950
2017-11-23,55980,56200,55620,55960,49896.35156,7952950
2017-11-24,55300,55500,55180,55460,49450.53516,4536200
2017-11-27,55360,55360,52640,52640,46936.09766,18128900
